<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTC.V,D,20110113,000000,0.3188,0.405,0.3176,0.3176,0,0
BTC.V,D,20110114,000000,0.3176,0.45,0.3176,0.4,0,0
BTC.V,D,20110115,000000,0.4,0.4,0.385,0.386,0,0
BTC.V,D,20110116,000000,0.386,0.4,0.386,0.3868,0,0
BTC.V,D,20110117,000000,0.3868,0.3868,0.315,0.3495,0,0
BTC.V,D,20110118,000000,0.3495,0.3495,0.305,0.313,0,0
BTC.V,D,20110119,000000,0.313,0.313,0.305,0.313,0,0
BTC.V,D,20110120,000000,0.313,0.39,0.31,0.39,0,0
BTC.V,D,20110121,000000,0.39,0.44,0.368,0.4199,0,0
BTC.V,D,20110122,000000,0.4199,0.4443,0.39,0.4443,0,0
BTC.V,D,20110123,000000,0.4443,0.4443,0.42,0.4424,0,0
BTC.V,D,20110124,000000,0.4424,0.4424,0.381,0.4199,0,0
BTC.V,D,20110125,000000,0.4199,0.425,0.4,0.41,0,0
BTC.V,D,20110126,000000,0.41,0.42,0.3904,0.417,0,0
BTC.V,D,20110127,000000,0.417,0.45,0.4085,0.4212,0,0
BTC.V,D,20110128,000000,0.4212,0.446,0.4212,0.446,0,0
BTC.V,D,20110129,000000,0.446,0.446,0.43,0.439,0,0
BTC.V,D,20110130,000000,0.439,0.48,0.439,0.4799,0,0
BTC.V,D,20110131,000000,0.4799,0.95,0.47,0.52,0,0
BTC.V,D,20110201,000000,0.52,0.85,0.52,0.7,0,0
BTC.V,D,20110202,000000,0.7,0.76,0.69,0.716,0,0
BTC.V,D,20110203,000000,0.716,0.75,0.6501,0.69,0,0
BTC.V,D,20110204,000000,0.69,0.88,0.67,0.811,0,0
BTC.V,D,20110205,000000,0.811,0.92,0.811,0.92,0,0
BTC.V,D,20110206,000000,0.92,0.92,0.83,0.8997,0,0
BTC.V,D,20110207,000000,0.8997,0.9,0.83,0.89,0,0
BTC.V,D,20110208,000000,0.89,0.918,0.8617,0.918,0,0
BTC.V,D,20110209,000000,0.918,1.09,0.82,1.09,0,0
BTC.V,D,20110210,000000,1.09,1.1,0.8,0.9803,0,0
BTC.V,D,20110211,000000,0.9803,1.09,0.9264,1.07,0,0
BTC.V,D,20110212,000000,1.07,1.08,0.9906,1.08,0,0
BTC.V,D,20110213,000000,1.08,1.08,1.02,1.05,0,0
BTC.V,D,20110214,000000,1.05,1.08,1.03,1.07,0,0
BTC.V,D,20110215,000000,1.07,1.09,1.03,1.05,0,0
BTC.V,D,20110216,000000,1.05,1.05,1.02,1.05,0,0
BTC.V,D,20110217,000000,1.05,1.05,1.02,1.04,0,0
BTC.V,D,20110218,000000,1.04,1.04,0.7801,0.8989,0,0
BTC.V,D,20110219,000000,0.8989,0.98,0.8376,0.949,0,0
BTC.V,D,20110220,000000,0.949,0.949,0.83,0.85,0,0
BTC.V,D,20110221,000000,0.85,0.8796,0.8313,0.8345,0,0
BTC.V,D,20110222,000000,0.8345,0.95,0.8313,0.8702,0,0
BTC.V,D,20110223,000000,0.8702,0.945,0.8681,0.9,0,0
BTC.V,D,20110224,000000,0.9,1,0.9,0.9974,0,0
BTC.V,D,20110225,000000,0.9974,0.9998,0.9111,0.9111,0,0
BTC.V,D,20110226,000000,0.9111,0.97,0.9106,0.958,0,0
BTC.V,D,20110227,000000,0.958,0.958,0.89,0.89,0,0
BTC.V,D,20110228,000000,0.89,0.92,0.845,0.86,0,0
BTC.V,D,20110301,000000,0.86,0.97,0.8502,0.9202,0,0
BTC.V,D,20110302,000000,0.9202,0.94,0.9102,0.9399,0,0
BTC.V,D,20110303,000000,0.9399,0.9399,0.91,0.9391,0,0
BTC.V,D,20110304,000000,0.9391,0.9391,0.9001,0.901,0,0
BTC.V,D,20110305,000000,0.901,0.9189,0.8111,0.9103,0,0
BTC.V,D,20110306,000000,0.9103,0.9103,0.81,0.8999,0,0
BTC.V,D,20110307,000000,0.8999,0.909,0.846,0.885,0,0
BTC.V,D,20110308,000000,0.885,0.885,0.85,0.87,0,0
BTC.V,D,20110309,000000,0.87,0.87,0.85,0.8645,0,0
BTC.V,D,20110310,000000,0.8645,0.9329,0.8497,0.9329,0,0
BTC.V,D,20110311,000000,0.9329,0.9329,0.8601,0.88,0,0
BTC.V,D,20110312,000000,0.88,0.9197,0.88,0.918,0,0
BTC.V,D,20110313,000000,0.918,0.918,0.8898,0.8925,0,0
BTC.V,D,20110314,000000,0.8925,0.9,0.88,0.8949,0,0
BTC.V,D,20110315,000000,0.8949,0.8949,0.87,0.87,0,0
BTC.V,D,20110316,000000,0.87,0.88,0.836,0.86,0,0
BTC.V,D,20110317,000000,0.86,0.88,0.81,0.8254,0,0
BTC.V,D,20110318,000000,0.8254,0.8506,0.71,0.8165,0,0
BTC.V,D,20110319,000000,0.8165,0.8165,0.7313,0.765,0,0
BTC.V,D,20110320,000000,0.765,0.79,0.7402,0.7411,0,0
BTC.V,D,20110321,000000,0.7411,0.7724,0.7405,0.759,0,0
BTC.V,D,20110322,000000,0.759,0.81,0.7405,0.809,0,0
BTC.V,D,20110323,000000,0.809,0.85,0.78,0.8497,0,0
BTC.V,D,20110324,000000,0.8497,0.9,0.8266,0.8669,0,0
BTC.V,D,20110325,000000,0.8669,0.89,0.861,0.8838,0,0
BTC.V,D,20110326,000000,0.8838,0.905,0.841,0.8552,0,0
BTC.V,D,20110327,000000,0.8552,0.8721,0.8152,0.82,0,0
BTC.V,D,20110328,000000,0.82,0.85,0.76,0.799,0,0
BTC.V,D,20110329,000000,0.799,0.7997,0.7648,0.7925,0,0
BTC.V,D,20110330,000000,0.7925,0.795,0.766,0.7897,0,0
BTC.V,D,20110331,000000,0.7897,0.801,0.768,0.7846,0,0
BTC.V,D,20110401,000000,0.7846,0.797,0.7741,0.7741,0,0
BTC.V,D,20110402,000000,0.7741,0.7998,0.7741,0.782,0,0
BTC.V,D,20110403,000000,0.782,0.7949,0.777,0.779,0,0
BTC.V,D,20110404,000000,0.779,0.785,0.5619,0.68,0,0
BTC.V,D,20110405,000000,0.68,0.7478,0.58,0.71,0,0
BTC.V,D,20110406,000000,0.71,0.75,0.6902,0.74,0,0
BTC.V,D,20110407,000000,0.74,0.7849,0.7205,0.7538,0,0
BTC.V,D,20110408,000000,0.7538,0.799,0.7309,0.75,0,0
BTC.V,D,20110409,000000,0.75,0.7676,0.7205,0.73,0,0
BTC.V,D,20110410,000000,0.73,0.7589,0.71,0.7369,0,0
BTC.V,D,20110411,000000,0.7369,0.799,0.7103,0.77,0,0
BTC.V,D,20110412,000000,0.77,0.899,0.77,0.86,0,0
BTC.V,D,20110413,000000,0.86,1,0.86,0.9225,0,0
BTC.V,D,20110414,000000,0.9225,1,0.91,1,0,0
BTC.V,D,20110415,000000,1,1.09,0.911,0.9899,0,0
BTC.V,D,20110416,000000,0.9899,1.1,0.9541,1.05,0,0
BTC.V,D,20110417,000000,1.05,1.14,1.03,1.11,0,0
BTC.V,D,20110418,000000,1.11,1.2,1.11,1.16,0,0
BTC.V,D,20110419,000000,1.16,1.2,1.14,1.2,0,0
BTC.V,D,20110420,000000,1.2,1.2,1.13,1.14,0,0
BTC.V,D,20110421,000000,1.14,1.21,1.14,1.21,0,0
BTC.V,D,20110422,000000,1.21,1.41,1.19,1.41,0,0
BTC.V,D,20110423,000000,1.41,1.95,1.32,1.7,0,0
BTC.V,D,20110424,000000,1.7,1.95,1.6,1.63,0,0
BTC.V,D,20110425,000000,1.63,1.7,1.52,1.56,0,0
BTC.V,D,20110426,000000,1.56,1.79,1.53,1.79,0,0
BTC.V,D,20110427,000000,1.79,1.95,1.72,1.9,0,0
BTC.V,D,20110428,000000,1.9,2.65,1.66,2.21,0,0
BTC.V,D,20110429,000000,2.21,2.95,2.21,2.88,0,0
BTC.V,D,20110430,000000,2.88,4.15,2.75,3.5,0,0
BTC.V,D,20110501,000000,3.5,3.87,2.5,3.03,0,0
BTC.V,D,20110502,000000,3.03,3.5,3.03,3.2,0,0
BTC.V,D,20110503,000000,3.2,3.49,3.11,3.41,0,0
BTC.V,D,20110504,000000,3.41,3.58,3.25,3.41,0,0
BTC.V,D,20110505,000000,3.41,3.45,3.33,3.33,0,0
BTC.V,D,20110506,000000,3.33,3.61,3.29,3.45,0,0
BTC.V,D,20110507,000000,3.45,3.7,3.43,3.64,0,0
BTC.V,D,20110508,000000,3.64,3.94,3.63,3.87,0,0
BTC.V,D,20110509,000000,3.87,3.9,3.69,3.8,0,0
BTC.V,D,20110510,000000,3.8,5.99,3.8,5.81,0,0
BTC.V,D,20110511,000000,5.81,6.07,4.6,5.5,0,0
BTC.V,D,20110512,000000,5.5,6.49,5.22,6.3,0,0
BTC.V,D,20110513,000000,6.3,8.45,6.3,8.2,0,0
BTC.V,D,20110514,000000,8.2,8.9,5.83,7.2,0,0
BTC.V,D,20110515,000000,7.2,7.78,6.2,6.99,0,0
BTC.V,D,20110516,000000,6.99,8.5,6.75,8.03,0,0
BTC.V,D,20110517,000000,8.03,8.39,6.98,7.19,0,0
BTC.V,D,20110518,000000,7.19,7.5,6.6,6.88,0,0
BTC.V,D,20110519,000000,6.88,7.34,6.61,6.81,0,0
BTC.V,D,20110520,000000,6.81,7.1,5.58,5.59,0,0
BTC.V,D,20110521,000000,5.59,6.52,5.58,6.12,0,0
BTC.V,D,20110522,000000,6.12,6.76,5.99,6.69,0,0
BTC.V,D,20110523,000000,6.69,7.45,6.69,7.15,0,0
BTC.V,D,20110524,000000,7.15,7.51,6.96,7.42,0,0
BTC.V,D,20110525,000000,7.42,9.33,7.22,8.4,0,0
BTC.V,D,20110526,000000,8.4,8.99,8.01,8.8,0,0
BTC.V,D,20110527,000000,8.8,8.83,8.5,8.5,0,0
BTC.V,D,20110528,000000,8.5,8.7,8.11,8.3,0,0
BTC.V,D,20110529,000000,8.3,8.49,8.1,8.43,0,0
BTC.V,D,20110530,000000,8.43,9,8.25,8.8,0,0
BTC.V,D,20110531,000000,8.8,9.5,8.1,8.74,0,0
BTC.V,D,20110601,000000,8.74,9.7,8.3,9.57,0,0
BTC.V,D,20110602,000000,9.57,10.89,9.5,10.6,0,0
BTC.V,D,20110603,000000,10.6,14.5,10.58,14.29,0,0
BTC.V,D,20110604,000000,14.29,18.89,14.04,18.89,0,0
BTC.V,D,20110605,000000,18.89,19,16.2,16.7,0,0
BTC.V,D,20110606,000000,16.7,19.23,16.45,18.55,0,0
BTC.V,D,20110607,000000,18.55,24.32,18.26,23.92,0,0
BTC.V,D,20110608,000000,23.92,31.91,22.21,29.6,0,0
BTC.V,D,20110609,000000,29.6,31.5,26.15,28.92,0,0
BTC.V,D,20110610,000000,28.92,29.4,20.01,23.95,0,0
BTC.V,D,20110611,000000,23.95,23.99,13,14.65,0,0
BTC.V,D,20110612,000000,14.65,24.99,10.25,18.55,0,0
BTC.V,D,20110613,000000,18.55,24.5,16,19.84,0,0
BTC.V,D,20110614,000000,19.84,20.5,18,19.28,0,0
BTC.V,D,20110615,000000,19.28,20,19.02,19.49,0,0
BTC.V,D,20110616,000000,19.49,19.89,17,17,0,0
BTC.V,D,20110617,000000,17,18.34,13,15.68,0,0
BTC.V,D,20110618,000000,15.68,16.95,15.05,16.89,0,0
BTC.V,D,20110619,000000,16.89,18.88,16.85,17.51,0,0
BTC.V,D,20110620,000000,17.51,17.51,17.51,17.51,0,0
BTC.V,D,20110621,000000,17.51,17.51,17.51,17.51,0,0
BTC.V,D,20110622,000000,17.51,17.51,17.51,17.51,0,0
BTC.V,D,20110623,000000,17.51,17.51,17.51,17.51,0,0
BTC.V,D,20110624,000000,17.51,17.51,17.51,17.51,0,0
BTC.V,D,20110625,000000,17.51,17.51,17.51,17.51,0,0
BTC.V,D,20110626,000000,17.51,17.51,14.01,16.45,0,0
BTC.V,D,20110627,000000,16.45,18,15,16.75,0,0
BTC.V,D,20110628,000000,16.75,17.52,16.5,16.95,0,0
BTC.V,D,20110629,000000,16.95,17.2,16.67,16.85,0,0
BTC.V,D,20110630,000000,16.85,17,15.73,16.1,0,0
BTC.V,D,20110701,000000,16.1,16.74,15.26,15.4,0,0
BTC.V,D,20110702,000000,15.4,15.8,15.27,15.4,0,0
BTC.V,D,20110703,000000,15.4,15.69,15.31,15.44,0,0
BTC.V,D,20110704,000000,15.44,15.49,13.14,13.86,0,0
BTC.V,D,20110705,000000,13.86,15,11,12.91,0,0
BTC.V,D,20110706,000000,12.91,16.5,12.67,14.78,0,0
BTC.V,D,20110707,000000,14.78,15.9,14.5,14.78,0,0
BTC.V,D,20110708,000000,14.78,15.64,13.9,14.31,0,0
BTC.V,D,20110709,000000,14.31,14.7,14.02,14.38,0,0
BTC.V,D,20110710,000000,14.38,15.68,14.35,14.9,0,0
BTC.V,D,20110711,000000,14.9,15.2,13.8,14.21,0,0
BTC.V,D,20110712,000000,14.21,14.64,13.9,14.01,0,0
BTC.V,D,20110713,000000,14.01,14.15,13.91,13.95,0,0
BTC.V,D,20110714,000000,13.95,14.07,13.7,13.99,0,0
BTC.V,D,20110715,000000,13.99,14.09,13.5,13.81,0,0
BTC.V,D,20110716,000000,13.81,13.81,13.5,13.72,0,0
BTC.V,D,20110717,000000,13.72,13.75,13.02,13.16,0,0
BTC.V,D,20110718,000000,13.16,13.92,12.51,13.48,0,0
BTC.V,D,20110719,000000,13.48,14.7,13.44,13.85,0,0
BTC.V,D,20110720,000000,13.85,14,13.4,13.69,0,0
BTC.V,D,20110721,000000,13.69,13.78,13.4,13.61,0,0
BTC.V,D,20110722,000000,13.61,13.81,13.45,13.7,0,0
BTC.V,D,20110723,000000,13.7,13.76,13.51,13.68,0,0
BTC.V,D,20110724,000000,13.68,14.1,13.6,13.98,0,0
BTC.V,D,20110725,000000,13.98,14.72,13.76,14.05,0,0
BTC.V,D,20110726,000000,14.05,14.05,13.77,13.88,0,0
BTC.V,D,20110727,000000,13.88,14.13,13.85,13.94,0,0
BTC.V,D,20110728,000000,13.94,13.94,13.31,13.49,0,0
BTC.V,D,20110729,000000,13.49,13.7,13.33,13.5,0,0
BTC.V,D,20110730,000000,13.5,13.63,13.45,13.53,0,0
BTC.V,D,20110731,000000,13.53,14.9,12.83,13.35,0,0
BTC.V,D,20110801,000000,13.35,13.55,12.85,13.09,0,0
BTC.V,D,20110802,000000,13.09,13.1,11.5,12.05,0,0
BTC.V,D,20110803,000000,12.05,12.16,8.7,9.26,0,0
BTC.V,D,20110804,000000,9.26,11.15,9.26,10.75,0,0
BTC.V,D,20110805,000000,10.75,10.99,9.5,9.8,0,0
BTC.V,D,20110806,000000,9.8,9.95,5.74,6.55,0,0
BTC.V,D,20110807,000000,6.55,9.47,6.01,7.9,0,0
BTC.V,D,20110808,000000,7.9,8.16,7.06,7.8,0,0
BTC.V,D,20110809,000000,7.8,12.1,7.67,9.99,0,0
BTC.V,D,20110810,000000,9.99,10.4,9.5,9.98,0,0
BTC.V,D,20110811,000000,9.98,10.5,8.45,9.46,0,0
BTC.V,D,20110812,000000,9.46,9.8,8.91,9.46,0,0
BTC.V,D,20110813,000000,9.46,10.25,9.28,10.13,0,0
BTC.V,D,20110814,000000,10.13,11.24,9.62,10.8,0,0
BTC.V,D,20110815,000000,10.8,11.89,10.72,11.15,0,0
BTC.V,D,20110816,000000,11.15,11.32,10.81,10.96,0,0
BTC.V,D,20110817,000000,10.96,11.1,10.66,10.95,0,0
BTC.V,D,20110818,000000,10.95,11.05,10.81,10.83,0,0
BTC.V,D,20110819,000000,10.83,11.81,10.83,11.65,0,0
BTC.V,D,20110820,000000,11.65,11.69,11.4,11.45,0,0
BTC.V,D,20110821,000000,11.45,11.51,11.31,11.31,0,0
BTC.V,D,20110822,000000,11.31,11.5,10.51,10.9,0,0
BTC.V,D,20110823,000000,10.9,11.3,10.81,10.94,0,0
BTC.V,D,20110824,000000,10.94,11.08,10.83,10.85,0,0
BTC.V,D,20110825,000000,10.85,10.89,9.1,9.66,0,0
BTC.V,D,20110826,000000,9.66,9.89,7.64,8.18,0,0
BTC.V,D,20110827,000000,8.18,9.11,8.12,8.59,0,0
BTC.V,D,20110828,000000,8.59,9.48,8.45,9.07,0,0
BTC.V,D,20110829,000000,9.07,9.27,8.65,8.97,0,0
BTC.V,D,20110830,000000,8.97,9,8.55,8.79,0,0
BTC.V,D,20110831,000000,8.79,8.79,8.01,8.2,0,0
BTC.V,D,20110901,000000,8.2,8.36,8.1,8.21,0,0
BTC.V,D,20110902,000000,8.21,8.71,8.21,8.64,0,0
BTC.V,D,20110903,000000,8.64,8.69,8.36,8.48,0,0
BTC.V,D,20110904,000000,8.48,8.49,7.85,8.18,0,0
BTC.V,D,20110905,000000,8.18,8.19,7.25,7.61,0,0
BTC.V,D,20110906,000000,7.61,7.66,6.12,6.86,0,0
BTC.V,D,20110907,000000,6.86,7.6,6.53,7.19,0,0
BTC.V,D,20110908,000000,7.19,7.2,6.51,6.53,0,0
BTC.V,D,20110909,000000,6.53,6.58,4.18,5.03,0,0
BTC.V,D,20110910,000000,5.03,5.49,4.63,4.77,0,0
BTC.V,D,20110911,000000,4.77,7.4,4.6,5.86,0,0
BTC.V,D,20110912,000000,5.86,6.58,5.41,6.08,0,0
BTC.V,D,20110913,000000,6.08,6.09,5.7,5.8,0,0
BTC.V,D,20110914,000000,5.8,5.85,5.32,5.62,0,0
BTC.V,D,20110915,000000,5.62,5.62,4.44,4.84,0,0
BTC.V,D,20110916,000000,4.84,4.99,4.61,4.82,0,0
BTC.V,D,20110917,000000,4.82,4.93,4.7,4.77,0,0
BTC.V,D,20110918,000000,4.77,5.6,4.72,5.2,0,0
BTC.V,D,20110919,000000,5.2,5.64,4.9,5.46,0,0
BTC.V,D,20110920,000000,5.46,6.8,5.45,6.11,0,0
BTC.V,D,20110921,000000,6.11,6.29,5.06,5.61,0,0
BTC.V,D,20110922,000000,5.61,5.83,5.29,5.43,0,0
BTC.V,D,20110923,000000,5.43,5.71,5.41,5.55,0,0
BTC.V,D,20110924,000000,5.55,5.64,5.32,5.47,0,0
BTC.V,D,20110925,000000,5.47,5.49,5.32,5.33,0,0
BTC.V,D,20110926,000000,5.33,5.4,4.72,4.87,0,0
BTC.V,D,20110927,000000,4.87,5.13,4.78,4.92,0,0
BTC.V,D,20110928,000000,4.92,4.97,4.63,4.77,0,0
BTC.V,D,20110929,000000,4.77,4.8,4.67,4.78,0,0
BTC.V,D,20110930,000000,4.78,5.35,4.74,5.14,0,0
BTC.V,D,20111001,000000,5.14,5.25,4.86,5.03,0,0
BTC.V,D,20111002,000000,5.03,5.1,4.91,5.03,0,0
BTC.V,D,20111003,000000,5.03,5.04,4.89,5.02,0,0
BTC.V,D,20111004,000000,5.02,5.03,4.92,4.96,0,0
BTC.V,D,20111005,000000,4.96,5.03,4.83,4.87,0,0
BTC.V,D,20111006,000000,4.87,4.9,4.5,4.73,0,0
BTC.V,D,20111007,000000,4.73,4.8,3.78,4.27,0,0
BTC.V,D,20111008,000000,4.27,4.34,3.83,4.01,0,0
BTC.V,D,20111009,000000,4.01,4.39,4.01,4.1,0,0
BTC.V,D,20111010,000000,4.1,4.2,4.01,4.1,0,0
BTC.V,D,20111011,000000,4.1,4.1,3.85,3.93,0,0
BTC.V,D,20111012,000000,3.93,4.45,3.9,4.15,0,0
BTC.V,D,20111013,000000,4.15,4.2,4,4.05,0,0
BTC.V,D,20111014,000000,4.05,4.11,3.95,3.99,0,0
BTC.V,D,20111015,000000,3.99,4.05,3.71,3.84,0,0
BTC.V,D,20111016,000000,3.84,3.9,3.4,3.56,0,0
BTC.V,D,20111017,000000,3.56,3.74,2.26,2.56,0,0
BTC.V,D,20111018,000000,2.56,2.9,2.31,2.42,0,0
BTC.V,D,20111019,000000,2.42,2.54,2.04,2.27,0,0
BTC.V,D,20111020,000000,2.27,2.39,2.22,2.35,0,0
BTC.V,D,20111021,000000,2.35,2.72,2.33,2.57,0,0
BTC.V,D,20111022,000000,2.57,3.3,2.55,3.16,0,0
BTC.V,D,20111023,000000,3.16,3.2,2.95,3.17,0,0
BTC.V,D,20111024,000000,3.17,3.19,2.48,2.55,0,0
BTC.V,D,20111025,000000,2.55,3.04,2.44,2.77,0,0
BTC.V,D,20111026,000000,2.77,2.85,2.65,2.77,0,0
BTC.V,D,20111027,000000,2.77,3.09,2.73,3.04,0,0
BTC.V,D,20111028,000000,3.04,3.26,2.91,3.19,0,0
BTC.V,D,20111029,000000,3.19,3.83,3.14,3.58,0,0
BTC.V,D,20111030,000000,3.58,3.65,3.2,3.27,0,0
BTC.V,D,20111031,000000,3.27,3.32,3.07,3.25,0,0
BTC.V,D,20111101,000000,3.25,3.35,3.07,3.15,0,0
BTC.V,D,20111102,000000,3.15,3.44,3.14,3.25,0,0
BTC.V,D,20111103,000000,3.25,3.28,3.1,3.15,0,0
BTC.V,D,20111104,000000,3.15,3.21,3.01,3.11,0,0
BTC.V,D,20111105,000000,3.11,3.15,2.85,2.97,0,0
BTC.V,D,20111106,000000,2.97,3,2.92,2.96,0,0
BTC.V,D,20111107,000000,2.96,3.03,2.95,3.01,0,0
BTC.V,D,20111108,000000,3.01,3.21,3.01,3.04,0,0
BTC.V,D,20111109,000000,3.04,3.11,2.89,2.95,0,0
BTC.V,D,20111110,000000,2.95,2.97,2.8,2.84,0,0
BTC.V,D,20111111,000000,2.84,3.11,2.82,3.08,0,0
BTC.V,D,20111112,000000,3.08,3.11,3.01,3.03,0,0
BTC.V,D,20111113,000000,3.03,3.05,2.95,3,0,0
BTC.V,D,20111114,000000,3,3,2.1,2.22,0,0
BTC.V,D,20111115,000000,2.22,2.49,2.11,2.33,0,0
BTC.V,D,20111116,000000,2.33,2.6,2.3,2.56,0,0
BTC.V,D,20111117,000000,2.56,2.59,1.99,2.25,0,0
BTC.V,D,20111118,000000,2.25,2.39,2,2.05,0,0
BTC.V,D,20111119,000000,2.05,2.26,2,2.2,0,0
BTC.V,D,20111120,000000,2.2,2.5,2.15,2.2,0,0
BTC.V,D,20111121,000000,2.2,2.31,2.17,2.29,0,0
BTC.V,D,20111122,000000,2.29,2.35,2.25,2.33,0,0
BTC.V,D,20111123,000000,2.33,2.38,2.27,2.33,0,0
BTC.V,D,20111124,000000,2.33,2.56,2.31,2.43,0,0
BTC.V,D,20111125,000000,2.43,2.53,2.37,2.51,0,0
BTC.V,D,20111126,000000,2.51,2.53,2.41,2.47,0,0
BTC.V,D,20111127,000000,2.47,2.49,2.42,2.48,0,0
BTC.V,D,20111128,000000,2.48,2.55,2.44,2.55,0,0
BTC.V,D,20111129,000000,2.55,2.98,2.54,2.75,0,0
BTC.V,D,20111130,000000,2.75,3.09,2.73,2.97,0,0
BTC.V,D,20111201,000000,2.97,3.14,2.93,3.06,0,0
BTC.V,D,20111202,000000,3.06,3.14,3.03,3.12,0,0
BTC.V,D,20111203,000000,3.12,3.13,2.75,2.79,0,0
BTC.V,D,20111204,000000,2.79,2.9,2.61,2.83,0,0
BTC.V,D,20111205,000000,2.83,2.93,2.78,2.88,0,0
BTC.V,D,20111206,000000,2.88,3.05,2.87,3.03,0,0
BTC.V,D,20111207,000000,3.03,3.08,2.93,2.99,0,0
BTC.V,D,20111208,000000,2.99,3.01,2.88,2.98,0,0
BTC.V,D,20111209,000000,2.98,3.04,2.93,2.97,0,0
BTC.V,D,20111210,000000,2.97,3.13,2.93,3.05,0,0
BTC.V,D,20111211,000000,3.05,3.38,2.99,3.25,0,0
BTC.V,D,20111212,000000,3.25,3.29,3.08,3.14,0,0
BTC.V,D,20111213,000000,3.14,3.25,3.14,3.25,0,0
BTC.V,D,20111214,000000,3.25,3.25,2.99,3.15,0,0
BTC.V,D,20111215,000000,3.15,3.21,3.11,3.2,0,0
BTC.V,D,20111216,000000,3.2,3.22,3.15,3.2,0,0
BTC.V,D,20111217,000000,3.2,3.23,3.16,3.2,0,0
BTC.V,D,20111218,000000,3.2,3.22,3.18,3.19,0,0
BTC.V,D,20111219,000000,3.19,3.7,3.19,3.52,0,0
BTC.V,D,20111220,000000,3.52,4.5,3.48,3.95,0,0
BTC.V,D,20111221,000000,3.95,4.04,3.81,3.89,0,0
BTC.V,D,20111222,000000,3.89,3.99,3.51,3.89,0,0
BTC.V,D,20111223,000000,3.89,3.95,3.82,3.95,0,0
BTC.V,D,20111224,000000,3.95,3.97,3.86,3.94,0,0
BTC.V,D,20111225,000000,3.94,4.39,3.78,4.22,0,0
BTC.V,D,20111226,000000,4.22,4.31,3.81,4.02,0,0
BTC.V,D,20111227,000000,4.02,4.1,3.96,4.07,0,0
BTC.V,D,20111228,000000,4.07,4.25,3.99,4.19,0,0
BTC.V,D,20111229,000000,4.19,4.33,4.12,4.17,0,0
BTC.V,D,20111230,000000,4.17,4.3,4.06,4.25,0,0
BTC.V,D,20111231,000000,4.25,5,4.2,4.72,0,0
BTC.V,D,20120101,000000,4.72,5.5,4.62,5.27,0,0
BTC.V,D,20120102,000000,5.27,5.47,4.8,5.22,0,0
BTC.V,D,20120103,000000,5.22,5.29,4.65,4.88,0,0
BTC.V,D,20120104,000000,4.88,5.7,4.75,5.57,0,0
BTC.V,D,20120105,000000,5.57,7.22,5.57,6.95,0,0
BTC.V,D,20120106,000000,6.95,7.21,6.13,6.7,0,0
BTC.V,D,20120107,000000,6.7,7.02,6.38,6.81,0,0
BTC.V,D,20120108,000000,6.81,7.2,6.73,7.11,0,0
BTC.V,D,20120109,000000,7.11,7.19,5.81,6.33,0,0
BTC.V,D,20120110,000000,6.33,6.89,6,6.36,0,0
BTC.V,D,20120111,000000,6.36,7.14,6.36,6.9,0,0
BTC.V,D,20120112,000000,6.9,7,6.34,6.8,0,0
BTC.V,D,20120113,000000,6.8,6.8,6.4,6.41,0,0
BTC.V,D,20120114,000000,6.41,6.95,6.22,6.75,0,0
BTC.V,D,20120115,000000,6.75,7.08,6.74,7,0,0
BTC.V,D,20120116,000000,7,7.19,6.51,6.68,0,0
BTC.V,D,20120117,000000,6.68,6.95,4.64,5.6,0,0
BTC.V,D,20120118,000000,5.6,6.95,5.1,5.92,0,0
BTC.V,D,20120119,000000,5.92,6.36,5.87,6.36,0,0
BTC.V,D,20120120,000000,6.36,6.58,6.26,6.49,0,0
BTC.V,D,20120121,000000,6.49,6.55,6.1,6.18,0,0
BTC.V,D,20120122,000000,6.18,6.45,6.1,6.31,0,0
BTC.V,D,20120123,000000,6.31,6.39,6.21,6.36,0,0
BTC.V,D,20120124,000000,6.36,6.39,6.22,6.29,0,0
BTC.V,D,20120125,000000,6.29,6.32,5.5,5.75,0,0
BTC.V,D,20120126,000000,5.75,5.92,5.3,5.34,0,0
BTC.V,D,20120127,000000,5.34,5.51,5.05,5.29,0,0
BTC.V,D,20120128,000000,5.29,5.76,5.26,5.63,0,0
BTC.V,D,20120129,000000,5.63,5.7,5.33,5.38,0,0
BTC.V,D,20120130,000000,5.38,5.6,5.37,5.49,0,0
BTC.V,D,20120131,000000,5.49,5.65,5.43,5.48,0,0
BTC.V,D,20120201,000000,5.48,6.2,5.47,6.08,0,0
BTC.V,D,20120202,000000,6.08,6.2,5.82,6.1,0,0
BTC.V,D,20120203,000000,6.1,6.14,5.72,5.96,0,0
BTC.V,D,20120204,000000,5.96,5.99,5.84,5.87,0,0
BTC.V,D,20120205,000000,5.87,5.88,5.45,5.69,0,0
BTC.V,D,20120206,000000,5.69,5.72,5.45,5.45,0,0
BTC.V,D,20120207,000000,5.45,5.78,5.45,5.69,0,0
BTC.V,D,20120208,000000,5.69,5.85,5.3,5.6,0,0
BTC.V,D,20120209,000000,5.6,5.92,5.5,5.83,0,0
BTC.V,D,20120210,000000,5.83,5.99,5.8,5.91,0,0
BTC.V,D,20120211,000000,5.91,6,5.54,5.6,0,0
